datum_eerste_toelating,benzine_count,elektriciteit_count,diesel_count,waterstof_count,alcohol_count,lpg_count,cng_count,lng_count
1994-06,799998,1038,268239,37,69,45076,53,23
1994-07,802989,1038,268621,37,69,45131,53,23
1994-08,805123,1038,268868,37,69,45164,53,23
1994-09,806990,1038,269145,37,69,45214,53,23
1994-10,808710,1038,269410,37,69,45245,54,23
1994-11,810086,1040,269649,37,69,45291,55,23
1994-12,810825,1040,269855,37,69,45315,55,23
1995-01,814132,1040,270288,37,69,45415,55,23
1995-02,817646,1040,270687,37,69,45584,55,23
1995-03,822355,1041,271239,37,69,45682,55,23
1995-04,826319,1041,271844,37,70,45755,55,23
1995-05,830350,1041,272454,37,70,45825,55,23
1995-06,835622,1172,278532,39,71,46112,58,26
1995-07,838892,1172,278961,39,71,46228,58,26
1995-08,841675,1172,279278,39,72,46296,58,26
1995-09,843819,1172,279648,39,72,46388,58,26
1995-10,846005,1172,279963,39,72,46451,58,26
1995-11,847682,1172,280215,39,72,46528,59,26
1995-12,848420,1172,280404,39,72,46559,59,26
1996-01,852100,1174,280912,39,72,46700,59,26
1996-02,855485,1175,281333,39,72,46828,59,26
1996-03,861234,1177,282125,39,72,46928,59,26
1996-04,867031,1177,282784,39,72,47027,59,26
1996-05,872196,1177,283465,39,72,47135,59,27
1996-06,878477,1305,289244,40,73,47428,61,28
1996-07,882493,1306,289763,40,73,47569,62,28
1996-08,885780,1307,290157,40,73,47633,62,28
1996-09,888702,1307,290622,40,73,47739,62,28
1996-10,891490,1307,291064,40,73,47843,62,28
1996-11,893732,1307,291436,40,73,47927,62,28
1996-12,894757,1308,291652,40,73,47962,62,28
1997-01,899845,1308,292375,40,73,48167,62,28
1997-02,904868,1310,292923,40,73,48359,62,28
1997-03,911733,1310,293760,40,73,48502,62,28
1997-04,918535,1310,294606,40,73,48653,62,28
1997-05,924425,1311,295343,40,73,48764,62,28
1997-06,931687,1495,300746,40,73,49119,64,30
1997-07,936985,1495,301476,40,73,49340,65,30
1997-08,940956,1495,301919,40,73,49450,65,30
1997-09,944643,1497,302438,40,73,49619,65,30
1997-10,948249,1498,302950,40,73,49776,65,30
1997-11,950963,1498,303391,40,73,49909,65,30
1997-12,952860,1498,303733,40,73,49996,65,30
1998-01,959856,1499,304593,40,73,50306,65,30
1998-02,965738,1500,305263,40,73,50505,65,30
1998-03,973527,1503,306362,40,73,50696,65,30
1998-04,981478,1503,307441,40,73,50871,65,30
1998-05,989122,1505,308420,40,73,51066,65,30
1998-06,998192,1707,315572,40,73,51452,66,33
1998-07,1005029,1708,316626,40,73,51657,66,33
1998-08,1009604,1708,317279,40,73,51748,66,33
1998-09,1014683,1709,318087,40,73,51905,66,33
1998-10,1019913,1710,318916,40,73,52035,66,33
1998-11,1023956,1712,319592,40,73,52146,66,33
1998-12,1026173,1714,319942,40,73,52211,66,33
1999-01,1037110,1715,321334,40,73,52470,68,33
1999-02,1044867,1718,322279,40,73,52649,69,33
1999-03,1056537,1720,323703,40,74,52832,69,33
1999-04,1067865,1722,324991,40,74,53024,69,33
1999-05,1078047,1723,326179,40,74,53160,69,33
1999-06,1090642,1967,333659,40,75,53554,73,34
1999-07,1100664,1968,334944,40,75,53763,73,34
1999-08,1107750,1969,335786,40,75,53888,74,34
1999-09,1115784,1971,336764,40,75,54045,74,34
1999-10,1122721,1972,337652,40,75,54202,75,34
1999-11,1128510,1972,338513,40,75,54311,75,34
1999-12,1130929,1972,338984,40,75,54358,75,34
2000-01,1145400,1973,340749,40,75,54624,76,34
2000-02,1156776,1979,342036,40,75,54824,76,34
2000-03,1172657,1980,343763,40,75,55067,76,34
2000-04,1185412,1981,345601,40,75,55246,77,34
2000-05,1199501,1982,347286,40,75,55448,77,34
2000-06,1213102,2349,355714,40,75,55844,78,35
2000-07,1223618,2351,356944,40,75,56091,78,35
2000-08,1233975,2357,358113,40,75,56253,78,35
2000-09,1243969,2361,359227,40,75,56470,78,35
2000-10,1253496,2363,360317,40,75,56659,79,35
2000-11,1262235,2364,361251,40,75,56826,80,35
2000-12,1267091,2367,361943,40,75,56906,81,35
2001-01,1284044,2398,363958,40,75,57272,81,35
2001-02,1295872,2404,365215,40,75,57504,82,35
2001-03,1312901,2416,367053,40,75,57783,82,35
2001-04,1326609,2423,368787,40,75,58031,83,35
2001-05,1341718,2436,370638,40,75,58264,83,35
2001-06,1357741,2763,379168,41,76,58743,85,38
2001-07,1371143,2771,380737,41,76,59064,88,38
2001-08,1383016,2775,382129,41,76,59255,91,38
2001-09,1394246,2777,383543,41,76,59446,92,38
2001-10,1406272,2780,385006,41,76,59711,94,38
2001-11,1416795,2781,386321,41,76,59910,94,38
2001-12,1420478,2782,387003,41,76,59990,94,38
2002-01,1441548,2786,389679,41,76,60369,95,38
2002-02,1456858,2790,391356,41,76,60687,95,38
2002-03,1475587,2794,393789,41,76,61000,97,39
2002-04,1492556,2799,395959,41,76,61274,98,39
2002-05,1510168,2806,398240,41,76,61527,101,39
2002-06,1530193,3122,406476,42,77,61994,103,40
2002-07,1546530,3126,408502,42,77,62319,106,40
2002-08,1560860,3131,410192,42,77,62536,108,40
2002-09,1576098,3132,411879,42,77,62765,110,40
2002-10,1592183,3134,413850,43,77,63013,112,40
2002-11,1606405,3136,415404,43,77,63213,113,40
2002-12,1616488,3142,416144,43,77,63310,115,40
2003-01,1642591,3144,419714,43,77,63740,115,40
2003-02,1659881,3155,422023,43,78,64062,117,40
2003-03,1682346,3157,424654,43,78,64381,117,40
2003-04,1702915,3160,427476,43,78,64652,117,40
2003-05,1725447,3164,430189,43,78,64974,118,40
2003-06,1751039,3466,439188,45,79,65434,119,45
2003-07,1772334,3469,441655,45,79,65859,120,45
2003-08,1790529,3472,443549,45,79,66086,121,45
2003-09,1810440,3476,445817,45,79,66394,122,45
2003-10,1828277,3480,448165,45,79,66692,123,45
2003-11,1843208,3486,450027,45,79,66906,124,45
2003-12,1850571,3496,450855,45,79,67019,127,45
2004-01,1884481,3544,455352,45,79,67560,128,45
2004-02,1906383,3598,458301,45,79,67942,128,45
2004-03,1935371,3640,461967,45,80,68299,128,45
2004-04,1961538,3699,465551,45,81,68655,130,45
2004-05,1984548,3741,468868,45,81,68972,131,45
2004-06,2014645,4115,479235,45,82,69580,133,47
2004-07,2037633,4155,482838,45,82,70000,134,47
2004-08,2055947,4247,485439,45,83,70231,137,47
2004-09,2078332,4354,488486,45,83,70580,137,47
2004-10,2098646,4450,491779,45,83,70937,140,47
2004-11,2116782,4521,494832,45,83,71229,143,47
2004-12,2126983,4539,496296,45,83,71357,147,47
2005-01,2164282,4794,502013,45,83,72031,150,47
2005-02,2185620,4871,505172,45,84,72439,154,47
2005-03,2215707,4983,509431,45,84,72903,158,47
2005-04,2243475,5110,513400,45,84,73316,160,47
2005-05,2268276,5253,516996,45,84,73669,166,47
2005-06,2299858,5908,530795,45,85,74380,176,48
2005-07,2324815,6082,532989,45,85,74810,179,48
2005-08,2558175,6896,538439,45,85,75111,181,48
2005-09,2587409,7059,541151,45,85,75514,187,48
2005-10,2610573,7250,543812,45,85,75849,197,48
2005-11,2632632,7354,546556,45,87,76183,206,48
2005-12,2642409,7397,547774,45,91,76340,215,48
2006-01,2686161,7735,554150,45,94,77013,225,48
2006-02,2715182,7980,558340,45,94,77467,233,48
2006-03,2755439,8129,563647,45,97,78033,240,48
2006-04,2785822,8337,568535,45,97,78459,253,48
2006-05,2819718,8592,573321,45,100,78945,264,48
2006-06,2858981,9473,586286,45,107,79656,274,50
2006-07,2888996,9561,590317,45,110,80168,278,50
2006-08,2915941,9663,594165,45,114,80583,282,50
2006-09,2947083,9758,598343,45,116,81029,291,50
2006-10,2974915,9858,602391,45,117,81421,301,50
2006-11,3000982,9941,606257,45,123,81782,311,50
2006-12,3015913,9977,608415,45,123,81969,316,51
2007-01,3062539,10233,616112,45,125,82758,323,52
2007-02,3093748,10379,621543,45,129,83185,330,52
2007-03,3137133,10610,628061,45,135,83713,343,52
2007-04,3170864,10861,633810,45,144,84102,357,52
2007-05,3206659,11131,639908,45,158,84527,364,52
2007-06,3250837,12042,656038,46,180,85358,371,57
2007-07,3283633,12344,661856,46,188,85912,381,57
2007-08,3317408,12634,667451,47,194,86329,391,57
2007-09,3350491,12858,672782,47,204,86764,420,57
2007-10,3381901,13074,678816,47,219,87229,431,58
2007-11,3409908,13275,684117,47,229,87628,445,58
2007-12,3422342,13366,686194,47,245,87819,448,58
2008-01,3470448,13682,697096,47,291,88854,466,59
2008-02,3511892,14256,705001,47,338,89483,479,59
2008-03,3553515,14818,713068,48,389,90097,509,59
2008-04,3592612,15289,720670,48,432,90596,535,59
2008-05,3635786,15783,727752,48,466,91107,548,59
2008-06,3682410,17103,746638,48,500,92055,580,61
2008-07,3720878,17629,752993,48,533,92578,593,61
2008-08,3757515,18149,758557,48,553,93028,610,61
2008-09,3794818,18627,764785,48,614,93546,629,61
2008-10,3829749,18957,771464,48,665,94035,648,61
2008-11,3855756,19192,776565,48,704,94438,664,61
2008-12,3868497,19261,778730,48,734,94580,694,61
2009-01,3913947,19963,788486,48,764,95195,752,61
2009-02,3948294,20524,794388,48,809,95535,777,61
2009-03,3988899,21111,800619,48,860,95866,828,61
2009-04,4026501,21702,806363,48,967,96172,852,61
2009-05,4064125,22420,811759,49,1098,96444,877,61
2009-06,4108162,23511,824876,52,1248,96906,915,61
2009-07,4148607,24464,830093,52,1746,97220,950,61
2009-08,4183093,25753,833942,52,1852,97461,998,61
2009-09,4223115,26960,839000,52,1966,97733,1124,61
2009-10,4261682,27931,844049,52,2014,97991,1139,61
2009-11,4292622,28496,848382,52,2053,98223,1161,61
2009-12,4307272,28735,850325,53,2087,98333,1243,61
2010-01,4363188,30145,858769,53,2124,98819,1300,61
2010-02,4402250,30984,864611,53,2169,99124,1330,61
2010-03,4454791,32076,871972,53,2210,99419,1367,61
2010-04,4499409,33258,878596,53,2262,99663,1395,61
2010-05,4542558,34323,884894,53,2295,99921,1430,61
2010-06,4601155,35971,900532,54,2336,100360,1464,65
2010-07,4646833,37079,907704,54,2365,100627,1496,66
2010-08,4685621,38367,914479,54,2389,101005,1527,66
2010-09,4730754,39795,923176,54,2437,101743,1561,66
2010-10,4770578,40920,932915,54,2496,102494,1582,66
2010-11,4803883,41733,942255,54,2544,102972,1636,66
2010-12,4818971,41995,946164,54,2611,103135,1679,66
2011-01,4880167,43599,962633,54,2640,104046,1727,66
2011-02,4926511,45101,973815,54,2680,104355,1758,66
2011-03,4982427,47004,988141,54,2759,104826,1800,67
2011-04,5030416,48724,1000714,54,2860,105281,1841,67
2011-05,5081387,49983,1014265,54,2946,105756,1873,67
2011-06,5134217,51593,1035137,54,3053,106432,1910,68
2011-07,5175781,52663,1045705,55,3152,106974,1988,68
2011-08,5212963,53949,1055168,55,3212,107518,2030,68
2011-09,5255669,55255,1065630,55,3296,108410,2094,68
2011-10,5294301,56162,1076959,55,3353,109196,2151,68
2011-11,5330998,57222,1087651,55,3478,110284,2223,68
2011-12,5353345,57895,1092629,55,3512,111314,2257,68
2012-01,5409253,59829,1110567,55,3693,112504,2351,68
2012-02,5451075,60980,1122132,55,3752,113267,2403,68
2012-03,5508278,62797,1135647,55,3798,114286,2535,70
2012-04,5551691,64143,1146649,56,3835,114838,2587,71
2012-05,5599035,65869,1159534,56,3872,115637,2668,71
2012-06,5666818,68719,1185164,58,3902,118724,2716,72
2012-07,5701102,70853,1195053,58,3918,119106,2754,72
2012-08,5738127,73511,1203659,58,3946,119444,2851,73
2012-09,5772127,75912,1212367,58,3957,119744,2889,73
2012-10,5798526,77634,1222066,58,3970,120052,2928,74
2012-11,5825871,79170,1231583,58,3981,120379,3011,76
2012-12,5843521,80129,1238048,58,4007,120692,3275,80
2013-01,5889494,82432,1250777,58,4014,121238,3358,80
2013-02,5925401,84176,1259865,58,4022,121789,3443,87
2013-03,5966233,86418,1271647,58,4037,122088,3530,87
2013-04,6002461,88279,1282719,58,4042,122224,3599,87
2013-05,6038716,90134,1292977,58,4045,122344,3675,87
2013-06,6080498,92685,1312076,59,4052,122682,3770,89
2013-07,6115378,94827,1322589,59,4057,122834,3842,90
2013-08,6147539,97069,1331376,59,4060,122957,3874,92
2013-09,6180456,99478,1341593,59,4064,123154,3936,92
2013-10,6214431,102866,1353626,60,4069,123358,4001,92
2013-11,6249554,107896,1365613,63,4072,123676,4079,92
2013-12,6277247,116143,1378447,63,4077,123881,4138,92
2014-01,6322179,118250,1391455,64,4079,124131,4259,92
2014-02,6359605,120601,1401795,64,4084,124325,4331,92
2014-03,6397194,123313,1413700,64,4088,124625,4499,92
2014-04,6433383,126361,1424985,64,4091,124870,4730,92
2014-05,6470886,129451,1436857,64,4094,125068,4963,96
2014-06,6510722,132781,1457709,65,4107,125438,5182,98
2014-07,6544838,134867,1469043,66,4112,125688,5459,98
2014-08,6573677,136847,1478382,66,4113,125845,5642,98
2014-09,6606458,139050,1489380,68,4114,126033,5874,99
2014-10,6641316,141555,1501974,68,4115,126203,6148,99
2014-11,6672258,144162,1513528,68,4119,126348,6350,99
2014-12,6699131,147436,1525765,68,4123,126431,7010,99
2015-01,6748011,151478,1540805,68,4127,126659,7129,100
2015-02,6787643,154462,1551499,68,4130,126822,7179,100
2015-03,6825066,157142,1565358,71,4133,126947,7248,101
2015-04,6860222,159819,1577293,71,4137,127052,7285,101
2015-05,6894625,162692,1588790,74,4140,127172,7340,101
2015-06,6938109,167593,1612479,79,4142,127436,7421,103
2015-07,6977370,171533,1624921,79,4148,127593,7481,103
2015-08,7009890,174537,1635791,79,4150,127692,7540,103
2015-09,7047298,178473,1648054,80,4153,127800,7594,105
2015-10,7084582,184059,1661091,81,4153,127908,7686,105
2015-11,7119031,190374,1674960,83,4155,128046,7740,107
2015-12,7159263,207636,1693640,97,4159,128153,7815,108
2016-01,7206162,209859,1707832,102,4162,128347,7854,112
2016-02,7243535,212298,1720353,106,4163,128475,7885,113
2016-03,7283664,215074,1736087,112,4168,128638,7941,114
2016-04,7322481,217697,1749483,113,4173,128826,7987,116
2016-05,7362179,220202,1761980,115,4173,128985,8017,118
2016-06,7411885,223653,1786954,119,4176,129300,8076,122
2016-07,7450138,226215,1798269,120,4178,129527,8120,122
2016-08,7483517,228911,1808457,122,4180,129639,8240,122
2016-09,7523628,232512,1820830,124,4181,129805,8339,122
2016-10,7557283,235806,1832556,129,4184,130019,8441,125
2016-11,7591277,240052,1844862,136,4184,130194,8629,126
2016-12,7624218,251285,1855136,141,4186,130354,8800,138
2017-01,7679157,255335,1872059,144,4187,130658,8965,144
2017-02,7719189,258366,1884177,145,4192,130849,9069,147
2017-03,7768417,262021,1900691,148,4192,131032,9216,147
2017-04,7808917,265120,1912633,148,4192,131241,9346,150
2017-05,7856556,269186,1926666,152,4192,131490,9472,161
2017-06,7910104,274601,1952564,161,4193,131915,9673,165
2017-07,7951265,278260,1964272,166,4194,132118,9893,173
2017-08,7987378,281747,1974986,166,4194,132266,10272,174
2017-09,8029571,285998,1987121,167,4195,132417,10348,176
2017-10,8070091,289894,1999620,168,4195,132719,10448,182
2017-11,8113599,294181,2011939,173,4196,132969,10560,205
2017-12,8149315,299224,2018686,175,4198,133139,10588,217
2018-01,8210032,305057,2037366,176,4199,133489,10700,220
2018-02,8252148,309469,2050362,177,4200,133689,10916,228
2018-03,8304598,316045,2065863,179,4202,133942,11093,240
2018-04,8350742,321260,2078834,179,4203,134147,11269,241
2018-05,8401090,327114,2092330,179,4205,134328,11516,257
2018-06,8462084,335387,2118069,182,4209,134656,11670,272
2018-07,8509175,340624,2129569,187,4210,134918,11956,283
2018-08,8559307,346476,2140999,190,4212,135168,12156,296
2018-09,8592734,352859,2151262,196,4212,135305,12202,303
2018-10,8626990,358081,2163609,201,4212,135442,12263,330
2018-11,8663721,365218,2175960,202,4213,135633,12315,341
2018-12,8683585,374019,2182197,205,4213,135752,12374,348
2019-01,8735981,381707,2198860,207,4214,136022,12450,380
2019-02,8774047,388082,2210123,212,4214,136176,12497,399
2019-03,8824037,398947,2223418,219,4215,136363,12541,421
2019-04,8868149,406910,2235330,228,4216,136574,12579,434
2019-05,8917046,416036,2248016,268,4218,136787,12629,446
2019-06,8967842,428223,2272603,285,4220,137115,12686,471
2019-07,9010947,436317,2282578,297,4223,137298,12761,474
2019-08,9050177,444437,2292502,310,4224,137476,12959,481
2019-09,9088037,457831,2301005,324,4224,137571,13018,492
2019-10,9126929,465974,2310212,332,4226,137662,13132,495
2019-11,9165829,478562,2319708,338,4226,137763,13287,500
2019-12,9190529,505999,2326704,376,4241,137849,13368,511
2020-01,9242200,517923,2339128,389,4242,137992,13424,531
2020-02,9280057,529044,2348236,396,4242,138160,13454,542
2020-03,9313959,540972,2357487,408,4242,138341,13484,573
2020-04,9335430,547437,2362979,413,4242,138488,13532,603
2020-05,9360589,554884,2368463,417,4242,138647,13562,622
2020-06,9398389,568120,2385403,444,4242,138966,13589,633
2020-07,9443996,583874,2393539,450,4242,139276,13619,639
2020-08,9478617,598576,2400623,459,4242,139692,13634,652
2020-09,9513244,617311,2408107,477,4242,140058,13678,675
2020-10,9547750,637460,2415880,487,4242,140427,13758,695
2020-11,9581182,658760,2423271,503,4242,140752,13791,720
2020-12,9606464,700718,2427635,554,4242,141042,13832,738
2021-01,9647871,718328,2437815,554,4242,141299,13860,783
2021-02,9677455,732068,2446463,556,4242,141542,13872,825
2021-03,9713908,750240,2456948,600,4242,141770,13888,872
2021-04,9747269,767633,2466396,609,4242,142046,13914,926
2021-05,9781716,786454,2475218,613,4242,142277,13933,971
2021-06,9823407,811360,2484242,624,4242,142655,13962,1015
2021-07,9856147,830476,2491119,639,4243,143032,13986,1033
2021-08,9881034,848310,2496702,644,4243,143267,14003,1052
2021-09,9907717,867906,2503298,653,4243,143538,14031,1066
2021-10,9931992,886144,2510316,666,4243,143883,14049,1078
2021-11,9956677,907534,2517695,677,4244,144181,14066,1110
2021-12,9977787,940617,2524270,730,4245,144504,14091,1127
2022-01,10011402,960982,2532155,746,4245,144914,14108,1162
2022-02,10036704,978135,2538568,751,4246,145105,14116,1183
2022-03,10063783,999643,2546449,756,4246,145308,14123,1195
2022-04,10087916,1018701,2552975,763,4246,145478,14123,1216
2022-05,10112743,1037360,2559759,771,4246,145675,14123,1230
2022-06,10142041,1059372,2567666,824,4246,146103,14130,1249
2022-07,10164481,1076665,2573383,826,4249,146305,14135,1262
2022-08,10186905,1094344,2578608,833,4249,146481,14141,1264
2022-09,10210629,1113512,2584904,835,4249,146704,14178,1267
2022-10,10236280,1134357,2590847,837,4250,146944,14241,1272
2022-11,10259556,1154458,2597855,842,4250,147341,14243,1274
2022-12,10279374,1178377,2603780,845,4250,147619,14247,1280
2023-01,10310277,1197400,2612075,850,4250,147919,14250,1285
2023-02,10333985,1217464,2619541,852,4250,148146,14252,1285
2023-03,10348137,1231970,2624217,854,4250,148263,14259,1286
